# TESS Program G07092

Title: Discovery And Occurrence Rates Of Disintegrating Minor Planets Transiting White Dwarfs

PI: Becker, Juliette - University Of Wisconsin-Madison

Type: SMALL

Summary: Many white dwarfs have been found to have their surfaces "polluted" by remnant rocky bodies from their progenitors' planetary systems. These polluted white dwarfs are our best observational probe of exoplanet interior chemical compositions, which they can reveal with exquisite sensitivity. However, without a good understanding of the origins of white dwarf pollution, it is impossible to fully leverage the information about chemical compositions from the pollution on their surfaces. Observations by Kepler and TESS have begun illuminating the origins and process by which white dwarf pollution takes place by identifying transiting disintegrating minor planets on their way to polluting white dwarfs. Here for TESS Cycle 7, we propose the largest search to date to search for transiting debris ar
1717920125,282.9981,60.8291,18.58,G07092;20SECONDTARGET
1717920160,282.9726,60.86,17.18,G07036;G07092;20SECONDTARGET
1717957117,289.6876,62.7288,18.09,G07036;G07092
1717966148,288.2124,61.6533,18.71,G07092;20SECONDTARGET
1717966750,287.9556,61.7314,18.6,G07092;20SECONDTARGET
1717966873,287.8892,61.6962,17.61,G07036;G07092
1717971247,287.8265,62.276,18.92,G07092;20SECONDTARGET
1717972485,285.9277,61.2932,18.4,G07092;20SECONDTARGET
1717972663,285.8963,61.3547,18.06,G07092;20SECONDTARGET
1717993859,289.6104,62.9675,17.4,G07036;G07092;20SECONDTARGET
1718044002,284.787,64.8965,18.24,G07092;20SECONDTARGET
1718049585,282.3596,64.9699,17.67,G07036;G07092
1718054365,283.393,65.6005,17.34,G07036;G07092;20SECONDTARGET
1718070519,286.9446,64.6833,17.15,G07036;G07092;20SECONDTARGET
1718104730,284.6215,66.673,17.69,G07036;G07092
1718110442,282.1924,66.6288,18.39,G07092;20SECONDTARGET
1718124730,287.0981,67.8289,18.43,G07092;20SECONDTARGET
1718133691,285.1333,68.2455,18.18,G07036;G07092;20SECONDTARGET
1718150522,281.7678,68.5569,17.45,G07036;G07092
1718169907,286.3987,68.984,18.67,G07092;20SECONDTARGET
1883943045,299.692,60.5298,17.85,G07092;20SECONDTARGET
1883965950,298.4515,61.2404,18.7,G07092;20SECONDTARGET
1884046842,295.1894,60.4542,18.25,G07036;G07092
1884050600,295.6383,61.0462,18.57,G07092;20SECONDTARGET
1884075168,291.4015,59.5637,17.78,G07036;G07092;20SECONDTARGET
1884082205,291.3841,60.0339,18.85,G07092;20SECONDTARGET
1884083778,292.3703,60.2981,18.78,G07092;20SECONDTARGET
1884093175,292.5652,60.8099,17.36,G07092;20SECONDTARGET
1884113690,290.6043,62.1642,17.25,G07036;G07092;20SECONDTARGET
1884126807,297.2279,61.3743,18.38,G07092;20SECONDTARGET
1884157352,295.6998,62.4394,17.71,G07036;G07092;20SECONDTARGET
1884182754,299.2266,63.7443,18.06,G07036;G07092;20SECONDTARGET
1884196772,296.0995,63.8772,17.93,G07036;G07092;20SECONDTARGET
1884205861,296.9253,64.4584,17.97,G07036;G07092
1884209541,293.4822,62.4572,17.69,G07092;20SECONDTARGET
1884227789,291.4251,63.2951,17.63,G07036;G07092
1884239840,291.4095,64.548,17.92,G07036;G07092
1884256645,295.2051,65.3714,17.57,G07036;G07092
1884287147,298.0332,65.0187,18.95,G07092;20SECONDTARGET
1884318128,297.4323,65.9675,18.68,G07092;20SECONDTARGET
1884349064,299.5879,67.6743,16.6,G07036;G07092;20SECONDTARGET
1884370196,298.4133,68.8616,16.63,G07092;20SECONDTARGET
1884374242,297.6657,69.0049,17.65,G07036;G07092
1884375799,298.1922,69.3352,17.62,G07036;G07092
1884379914,296.6397,70.0174,18.62,G07092;20SECONDTARGET
1884383396,297.4022,70.0339,17.59,G07036;G07092;20SECONDTARGET
1884411374,291.0589,66.9686,18.11,G07092;20SECONDTARGET
1884418777,291.4291,68.0246,18.97,G07092;20SECONDTARGET
1884453917,294.0133,70.5828,18.9,G07092;20SECONDTARGET
1884461150,292.3932,70.8055,17.11,G07036;G07092;20SECONDTARGET
1884461673,293.8999,70.8427,18.54,G07092;20SECONDTARGET
1980761124,302.8442,60.84,18.89,G07092;20SECONDTARGET
1980762993,302.2881,60.934,18.12,G07092;20SECONDTARGET
1980800663,300.9538,61.2195,18.54,G07092;20SECONDTARGET
1980962304,301.5813,63.2466,17.12,G07092;20SECONDTARGET
229762574,281.2878,68.3762,15.72,G07036;G07092;20SECONDTARGET
229770890,282.1752,68.8785,17.12,G07036;G07009;G07092;20SECONDTARGET
229966905,289.5996,59.998,15.17,G07036;G07092;20SECONDTARGET
230029140,292.2239,61.0971,16.46,G07084;G07036;G07092;20SECONDTARGET
230396780,286.7045,61.1035,16.36,G07036;G07092;20SECONDTARGET
233528682,280.2552,61.3427,16.23,G07036;G07092;20SECONDTARGET
236870706,302.772,61.5451,15.61,G07092;20SECONDTARGET
236891720,303.5756,62.2386,17.06,G07092;20SECONDTARGET
256459794,299.095,64.2325,15.46,G07036;G07092;20SECONDTARGET
258775274,286.3166,68.1071,17.11,G07036;G07092;20SECONDTARGET
264172524,294.5821,69.1535,16.55,G07084;G07036;G07092;20SECONDTARGET
264218911,294.984,66.3181,17.18,G07036;G07092;20SECONDTARGET
383647463,278.8238,64.3557,16.8,G07036;G07092;20SECONDTARGET
383647517,278.752,64.4874,16.99,G07036;G07092;20SECONDTARGET
383673264,278.9382,63.2149,16.33,G07036;G07092;20SECONDTARGET
424461085,279.5316,60.3617,15.7,G07036;G07092;20SECONDTARGET
424699808,294.4411,59.0081,15.44,G07036;G07009;G07092;20SECONDTARGET
424699815,294.4346,59.0021,16.44,G07092;20SECONDTARGET
1201325735,248.7638,71.1595,18.58,G07092;20SECONDTARGET
1201328460,243.9284,70.9838,17.98,G07036;G07092;20SECONDTARGET
1201334119,248.2762,72.3626,18.53,G07092;20SECONDTARGET
1201336990,243.3939,72.0727,18.73,G07092;20SECONDTARGET
1201340337,243.412,72.4363,18.82,G07092;20SECONDTARGET
1201360406,248.0569,75.21,17.36,G07036;G07092;20SECONDTARGET
1201362287,246.5195,75.4508,18.22,G07092;20SECONDTARGET
1271290530,254.001,69.5785,17.42,G07036;G07092
1271298334,255.4988,71.3741,17.51,G07036;G07092
1271314855,258.1314,72.4475,16.92,G07036;G07092;20SECONDTARGET
1271315190,258.1046,72.5681,18.92,G07092;20SECONDTARGET
1271318147,250.2482,71.4492,16.81,G07036;G07092;20SECONDTARGET
1271321142,252.3178,72.4029,17.85,G07036;G07092
1271322213,253.674,72.9564,17.6,G07036;G07092
1271337174,254.3909,73.9851,18.88,G07092;20SECONDTARGET
1271341297,256.8671,74.7389,17.54,G07036;G07092
1271343578,258.0037,75.0898,18.72,G07092;20SECONDTARGET
1271352574,250.0742,76.2527,18.76,G07092;20SECONDTARGET
1271355422,253.8351,76.6034,17.58,G07036;G07092
1271355861,257.3462,76.3597,18.46,G07036;G07092
1271357270,256.1879,76.6937,17.48,G07036;G07092;20SECONDTARGET
1271359291,251.1296,76.4687,17.06,G07036;G07092;20SECONDTARGET
1271365948,251.7851,77.2133,16.61,G07036;G07092;20SECONDTARGET
1271368020,251.9824,78.0396,17.17,G07036;G07092;20SECONDTARGET
1271375332,255.0368,79.1421,16.7,G07092;20SECONDTARGET
1400989060,265.6425,67.9417,17.48,G07036;G07092
1401004611,265.743,68.7176,17.78,G07036;G07092;20SECONDTARGET
1401009214,268.7451,69.6611,18.4,G07092;20SECONDTARGET
1401010213,264.5917,68.953,17.68,G07036;G07092
1401022075,262.0974,70.1832,18.99,G07092;20SECONDTARGET
1401036132,268.0219,71.626,18.94,G07092;20SECONDTARGET
1401038121,261.2663,70.7635,18.61,G07092;20SECONDTARGET
1401046423,267.9127,72.0507,18.64,G07092;20SECONDTARGET
1401055976,269.0303,73.5894,17.16,G07092;20SECONDTARGET
1401066256,268.1361,74.2614,18.18,G07092;20SECONDTARGET
1401078251,264.1095,74.9137,18.29,G07036;G07092
1401100926,266.0585,77.5459,18.38,G07092;20SECONDTARGET
1401107751,267.736,78.4977,18.96,G07092;20SECONDTARGET
1401120538,261.5934,79.6342,16.78,G07036;G07092;20SECONDTARGET
1401123998,265.7202,80.4892,18.95,G07092;20SECONDTARGET
1401128635,264.699,81.1207,18.57,G07092;20SECONDTARGET
1551655330,278.7209,69.3861,18.85,G07092;20SECONDTARGET
1551655332,278.7177,69.3869,18.82,G07092;20SECONDTARGET
1551665227,274.4432,69.005,18.99,G07092;20SECONDTARGET
1551673259,270.6342,69.9004,17.45,G07036;G07092;20SECONDTARGET
1551676291,271.3542,70.4041,18.56,G07092;20SECONDTARGET
1551676331,271.0235,70.3214,18.82,G07092;20SECONDTARGET
1551682236,276.6986,70.9105,17.04,G07036;G07092;20SECONDTARGET
1551685772,272.7981,70.7309,17.8,G07036;G07092
1551689891,271.9972,71.7618,18.27,G07092;20SECONDTARGET
1551691535,270.6076,71.9679,17.86,G07036;G07092
1551695271,278.0328,71.2806,17.07,G07036;G07092;20SECONDTARGET
1551702813,278.5965,73.1331,17.92,G07036;G07092
1551713364,272.1588,72.4033,18.98,G07092;20SECONDTARGET
1551714025,271.5513,72.3926,18.62,G07092;20SECONDTARGET
1551714449,270.4996,72.5442,17.86,G07036;G07092
1551727632,272.3317,73.5381,17.02,G07036;G07092;20SECONDTARGET
1551728657,272.9871,73.9392,18.14,G07092;20SECONDTARGET
1551729450,270.1529,73.8707,18.58,G07092;20SECONDTARGET
1551731324,272.3603,74.2257,17.89,G07036;G07092
1551732259,272.5307,74.5661,18.83,G07092;20SECONDTARGET
1551739176,277.0559,74.4314,18.06,G07036;G07092;20SECONDTARGET
1551750767,273.2315,76.1003,18.03,G07036;G07092;20SECONDTARGET
1551760927,273.0957,76.5639,18.07,G07092;20SECONDTARGET
1551760928,273.0979,76.5632,17.36,G07036;G07092;20SECONDTARGET
1551776546,272.4917,78.4502,17.91,G07036;G07092
1551778142,273.6002,78.9009,17.13,G07036;G07092;20SECONDTARGET
1551783095,276.4265,79.4319,18.68,G07092;20SECONDTARGET
1551787936,271.1423,79.9602,18.04,G07092;20SECONDTARGET
1718184542,283.7556,70.361,18.79,G07092;20SECONDTARGET
1718205714,289.0129,71.7497,18.88,G07092;20SECONDTARGET
1718237678,283.5535,71.8347,18.86,G07092;20SECONDTARGET
1718243864,283.1005,72.6389,18.24,G07092;20SECONDTARGET
1718244614,281.8447,73.081,17.92,G07036;G07092;20SECONDTARGET
1718249175,285.0258,73.0471,17.74,G07036;G07092
1718250818,281.9573,73.2245,17.34,G07036;G07092;20SECONDTARGET
1718263696,284.6244,74.4772,17.99,G07036;G07092
1718264710,284.2448,74.8882,18.96,G07092;20SECONDTARGET
1718264827,284.9683,74.9542,16.72,G07092;20SECONDTARGET
1718268197,284.5252,75.3544,18.67,G07092;20SECONDTARGET
1718283216,285.216,76.6599,18.04,G07092;20SECONDTARGET
1884482525,294.5197,72.1482,17.3,G07036;G07092;20SECONDTARGET
1884494358,290.4766,71.897,17.99,G07036;G07092
1884497645,290.6827,72.7259,17.76,G07036;G07092;20SECONDTARGET
1884506714,292.0734,73.9804,18.21,G07036;G07092;20SECONDTARGET
1884508517,291.0116,74.4542,17.45,G07036;G07092
219099282,270.0393,68.5972,15.21,G07036;G07092;20SECONDTARGET
229581336,270.3134,72.3136,16.18,G07084;G07036;G07092;20SECONDTARGET
229673607,252.7239,77.8129,15.45,G07036;G07092;20SECONDTARGET
229742116,279.8192,70.9629,16.99,G07036;G07092;20SECONDTARGET
230088036,247.1608,70.8862,16.95,G07036;G07092;20SECONDTARGET
233197921,264.5109,66.8964,15.01,G07036;G07092;20SECONDTARGET
233202337,265.6023,66.7861,16.74,G07036;G07092;20SECONDTARGET
233206916,266.0307,68.2382,16.24,G07036;G07092;20SECONDTARGET
235672689,282.7822,77.6433,16.51,G07036;G07092;20SECONDTARGET
235674456,282.8174,73.0267,16.32,G07036;G07092;20SECONDTARGET
288344719,263.9748,80.3563,15.89,G07036;G07092;20SECONDTARGET
320323992,246.6645,74.506,15.73,G07036;G07071;G07092;20SECONDTARGET
341873883,275.1554,74.9009,16.62,G07036;G07009;G07092;20SECONDTARGET
356822524,275.0691,70.8899,16.99,G07036;G07092;20SECONDTARGET
367840218,276.2883,77.9266,16.46,G07036;G07092;20SECONDTARGET
376870295,283.5007,74.4253,16.77,G07092;20SECONDTARGET
441791113,262.4477,75.67,17.0,G07036;G07092;20SECONDTARGET
441793325,263.0934,73.0418,16.77,G07092;20SECONDTARGET
441803619,265.5041,75.0981,16.6,G07036;G07009;G07092;20SECONDTARGET
1102400359,239.5274,60.3244,17.25,G07092;20SECONDTARGET
1102403341,236.2941,60.3655,17.38,G07092;20SECONDTARGET
1102418286,236.6744,61.9817,17.16,G07092;20SECONDTARGET
1102427606,236.3574,62.9028,17.37,G07092;20SECONDTARGET
1102427704,236.159,63.1011,18.55,G07092;20SECONDTARGET
1102431182,238.325,64.5948,18.69,G07092;20SECONDTARGET
1102441897,237.5497,65.1798,18.66,G07092;20SECONDTARGET
1102448321,239.0112,64.9394,18.66,G07092;20SECONDTARGET
1102453809,239.0739,66.4863,18.68,G07092;20SECONDTARGET
1201181732,240.5681,58.8493,18.75,G07092;20SECONDTARGET
1201182902,242.5671,59.2094,18.37,G07092;20SECONDTARGET
1201193583,247.4597,60.0548,18.74,G07092;20SECONDTARGET
1201194272,248.495,59.2021,17.16,G07084;G07036;G07092;20SECONDTARGET
1201197587,249.1424,60.5685,18.6,G07092;20SECONDTARGET
1201200531,245.1319,59.7491,18.16,G07092;20SECONDTARGET
1201200652,245.2631,59.9047,17.86,G07036;G07092
1201210846,248.2119,61.6552,17.54,G07036;G07092
1201217850,240.3031,59.7203,17.71,G07092;20SECONDTARGET
1201222811,240.0434,61.1566,17.87,G07092;20SECONDTARGET
1201224328,240.743,62.0276,17.83,G07092;20SECONDTARGET
1201227173,242.7396,61.2812,18.68,G07092;20SECONDTARGET
1201230957,243.8944,61.9392,18.13,G07092;20SECONDTARGET
1201246068,242.5967,63.0146,17.1,G07036;G07092;20SECONDTARGET
1201247061,244.0693,63.1674,18.12,G07036;G07092;20SECONDTARGET
1201247611,242.8915,63.1421,18.03,G07025;G07036;G07092
1201254623,244.8912,64.2146,18.02,G07036;G07092;20SECONDTARGET
1201258377,244.8272,64.7253,17.93,G07036;G07092
1201272493,240.1564,65.5069,18.66,G07092;20SECONDTARGET
1201272729,241.2693,65.263,18.81,G07092;20SECONDTARGET
1201282511,245.6735,67.0217,18.41,G07092;20SECONDTARGET
1201286482,240.1118,67.7814,17.49,G07036;G07092
1201291460,241.7222,67.5589,16.99,G07036;G07092;20SECONDTARGET
1201292070,242.6123,67.9708,18.2,G07092;20SECONDTARGET
1201298749,241.4771,69.1711,18.9,G07092;20SECONDTARGET
1201307286,248.2834,67.5582,16.73,G07036;G07092;20SECONDTARGET
1201308605,247.2888,67.551,17.94,G07036;G07092
1201313927,245.7072,68.7551,17.94,G07036;G07092
1271085737,252.7984,56.7017,18.61,G07092;20SECONDTARGET
1271088706,250.8782,56.6193,17.73,G07036;G07092
1271099724,252.0217,58.8065,18.15,G07036;G07092;20SECONDTARGET
1271130540,254.1629,57.3176,17.46,G07036;G07092
1271133429,256.1689,58.2271,18.27,G07092;20SECONDTARGET
1271148241,253.3179,58.3654,17.93,G07036;G07092
1271150292,254.1277,59.0789,18.1,G07036;G07092
1271157760,259.3775,60.4732,18.75,G07092;20SECONDTARGET
1271159228,257.9798,60.4603,17.72,G07036;G07092
1271162277,259.1432,61.1083,17.32,G07092;20SECONDTARGET
1271163374,253.304,59.1581,18.42,G07092;20SECONDTARGET
1271164777,253.378,59.6296,17.54,G07036;G07092
1271175660,256.2845,60.9804,18.89,G07092;20SECONDTARGET
1271177252,259.4285,61.6074,18.91,G07092;20SECONDTARGET
1271182175,257.3653,62.4838,18.77,G07092;20SECONDTARGET
1271189683,250.1723,62.2728,17.69,G07036;G07092
1271189980,250.317,62.5232,17.8,G07036;G07092
1271193555,254.9113,61.6831,17.72,G07036;G07092
1271207175,256.7247,63.2829,17.73,G07036;G07092
1271214564,253.497,62.8996,17.81,G07092;20SECONDTARGET
1271218438,250.9604,63.4748,17.02,G07036;G07092;20SECONDTARGET
1271222838,256.7674,64.2265,17.67,G07036;G07092;20SECONDTARGET
1271223251,254.8607,63.8701,17.94,G07036;G07092
1271223645,254.6745,64.1139,18.93,G07092;20SECONDTARGET
1271226463,257.2061,64.9475,18.64,G07092;20SECONDTARGET
1271228784,254.3904,64.6501,17.79,G07036;G07092
1271232127,257.7554,65.7634,18.65,G07092;20SECONDTARGET
1271245348,255.175,65.7313,17.92,G07036;G07092
1271246002,253.7558,65.6227,17.93,G07036;G07092;20SECONDTARGET
1271250455,254.8123,66.1769,17.29,G07084;G07036;G07092;20SECONDTARGET
1271252895,256.5892,67.0103,18.7,G07092;20SECONDTARGET
1271254821,257.2089,67.583,18.77,G07092;20SECONDTARGET
1271258299,250.598,66.6237,18.79,G07092;20SECONDTARGET
1271261282,253.8422,67.0631,18.29,G07092;20SECONDTARGET
1271262829,255.0012,67.5413,17.36,G07036;G07092;20SECONDTARGET
1271281336,251.144,68.2888,18.9,G07092;20SECONDTARGET
1271282342,250.1,68.9073,18.87,G07092;20SECONDTARGET
1271282343,250.099,68.9067,16.69,G07036;G07092;20SECONDTARGET
1400901197,261.3462,62.1607,17.01,G07036;G07092;20SECONDTARGET
1400921376,260.8265,62.8544,17.0,G07036;G07092;20SECONDTARGET
1400947543,261.9231,64.5557,18.67,G07092;20SECONDTARGET
1400972107,261.6659,66.144,18.07,G07092;20SECONDTARGET
198158212,242.9065,61.6931,16.28,G07036;G07092;20SECONDTARGET
198182753,245.0893,64.6002,15.98,G07036;G07092;20SECONDTARGET
198554945,237.7903,62.4563,16.65,G07036;G07092;20SECONDTARGET
199574211,248.5756,57.1774,14.5,G07036;G07020;G07009;G07092;20SECONDTARGET
199710552,253.6701,57.7047,15.91,G07036;G07092;20SECONDTARGET
230135750,252.8574,66.5858,16.53,G07036;G07092;20SECONDTARGET
232605099,257.9268,64.48,16.39,G07036;G07092;20SECONDTARGET
232608294,258.5264,62.647,16.04,G07036;G07092;20SECONDTARGET
232983098,241.5264,70.374,16.26,G07036;G07009;G07092;20SECONDTARGET
236715556,239.2327,60.282,16.73,G07009;G07092;20SECONDTARGET
289538721,251.3695,64.8941,16.27,G07036;G07092;20SECONDTARGET
459976272,254.8983,62.1589,16.39,G07036;G07092;20SECONDTARGET
459977299,255.495,61.1886,17.0,G07036;G07092;20SECONDTARGET
459979505,255.8655,63.1894,16.7,G07092;20SECONDTARGET
512189846,263.5351,65.2183,17.4,G07092;20SECONDTARGET
1271050471,257.4317,55.3596,18.53,G07036;G07092;20SECONDTARGET
1271050704,257.7222,55.3868,17.42,G07036;G07092
1271055658,259.1927,55.9198,18.67,G07092;20SECONDTARGET
1271056707,259.7408,56.3641,17.69,G07036;G07092
1271110216,258.0437,56.4908,17.46,G07036;G07092;20SECONDTARGET
1271121854,259.349,57.7695,18.05,G07092;20SECONDTARGET
1271121857,259.305,57.7758,18.3,G07092;20SECONDTARGET
1400555942,269.235,50.7048,18.96,G07092;20SECONDTARGET
1400612443,268.3488,50.6509,17.26,G07092;20SECONDTARGET
1400612467,268.4006,50.7224,18.0,G07092;20SECONDTARGET
1400631457,266.3017,51.2418,18.86,G07092;20SECONDTARGET
1400639572,265.9527,52.0628,18.93,G07025;G07092
1400651653,266.7635,52.5446,18.64,G07092;20SECONDTARGET
1400651932,267.2127,52.7597,17.18,G07092;20SECONDTARGET
1400694615,263.5603,53.0098,18.98,G07092;20SECONDTARGET
1400695475,264.3386,53.376,16.98,G07036;G07092;20SECONDTARGET
1400696306,264.8335,53.3036,17.53,G07036;G07092
1400705192,269.7681,54.2662,17.66,G07036;G07092;20SECONDTARGET
1400707369,269.4972,54.6892,16.91,G07036;G07092;20SECONDTARGET
1400711634,267.8006,54.6984,18.12,G07036;G07092;20SECONDTARGET
1400711911,267.2085,54.7162,17.93,G07036;G07092
1400723791,266.0989,54.9992,18.15,G07036;G07092
1400735628,268.5927,55.5169,18.95,G07092;20SECONDTARGET
1400751513,262.2009,54.8278,18.92,G07092;20SECONDTARGET
1400754074,261.7191,55.025,18.54,G07092;20SECONDTARGET
1400766224,262.6526,55.0161,17.97,G07036;G07092
1400772613,263.4286,55.739,18.56,G07092;20SECONDTARGET
1400774494,263.6834,56.2096,17.23,G07036;G07092;20SECONDTARGET
1400787818,267.8245,57.4046,17.77,G07036;G07092
1400790657,268.5427,57.801,18.5,G07092;20SECONDTARGET
1400803888,263.2582,57.6899,17.97,G07036;G07092
1400813581,269.5878,59.1126,17.64,G07036;G07092
1400821476,268.7176,59.6458,18.47,G07092;20SECONDTARGET
1400823828,260.7921,57.3959,17.93,G07036;G07092
1400835034,263.2804,58.0467,18.91,G07092;20SECONDTARGET
1400835500,263.6108,58.4093,17.73,G07036;G07092
1400840942,261.7361,58.413,18.08,G07092;20SECONDTARGET
1400848584,267.2616,59.5952,18.81,G07092;20SECONDTARGET
1400850020,266.2227,59.731,18.78,G07092;20SECONDTARGET
1400857540,266.4744,60.7035,16.48,G07084;G07036;G07092;20SECONDTARGET
1400857590,266.7753,60.4942,18.96,G07092;20SECONDTARGET
1400859126,267.8933,60.8197,18.95,G07092;20SECONDTARGET
1400864411,261.3212,59.5545,18.75,G07092;20SECONDTARGET
1400866774,264.5654,60.3354,18.77,G07092;20SECONDTARGET
1400872564,263.6485,60.8675,17.15,G07036;G07092;20SECONDTARGET
1400873324,264.3847,61.0703,18.66,G07092;20SECONDTARGET
1400878050,266.525,61.3572,18.75,G07092;20SECONDTARGET
1551076282,270.9286,49.6866,18.05,G07092;20SECONDTARGET
1551128130,273.8443,51.8788,17.67,G07092;20SECONDTARGET
1551131181,274.4505,52.3447,18.22,G07092;20SECONDTARGET
1551149752,270.2209,51.7151,18.59,G07092;20SECONDTARGET
1551224784,279.8043,53.6223,17.16,G07036;G07092;20SECONDTARGET
1551231875,278.5548,54.4866,17.76,G07036;G07092
1551244833,279.2878,55.687,17.48,G07036;G07092
1551284877,276.9613,53.8468,18.23,G07092;20SECONDTARGET
1551291100,275.1283,54.028,18.51,G07092;20SECONDTARGET
1551311020,272.0673,54.9736,17.31,G07036;G07092;20SECONDTARGET
1551321491,272.8994,54.7023,18.21,G07036;G07092
1551344624,276.3285,55.6459,18.14,G07092;20SECONDTARGET
1551344626,276.3259,55.6455,17.88,G07092;20SECONDTARGET
1551363569,276.8907,56.419,17.54,G07036;G07092
1551376870,275.7092,57.824,18.88,G07092;20SECONDTARGET
1551385807,273.6952,56.7751,18.64,G07092;20SECONDTARGET
1551386570,273.3802,57.1379,17.88,G07036;G07092;20SECONDTARGET
1551390822,271.2821,56.9377,18.9,G07092;20SECONDTARGET
1551399512,273.1244,57.8327,18.41,G07036;G07092;20SECONDTARGET
1551405460,273.273,59.1295,18.27,G07036;G07092
1551408368,271.4792,58.5315,17.71,G07036;G07092
1551409226,271.9975,58.9383,17.45,G07036;G07092;20SECONDTARGET
1551409228,272.0025,58.9393,17.95,G07036;G07092;20SECONDTARGET
1551411930,270.3699,59.544,17.61,G07036;G07092
1551414346,270.9646,59.3472,18.37,G07036;G07092
1551442839,276.6095,58.6124,17.57,G07036;G07092
1551446685,276.803,58.8372,17.48,G07036;G07092
1551457521,274.4893,60.087,17.88,G07036;G07092
1551468556,276.1422,60.0446,17.88,G07036;G07092
1551470632,275.9406,60.6972,18.16,G07036;G07092;20SECONDTARGET
1551478353,273.6822,59.4558,17.67,G07036;G07092;20SECONDTARGET
1551483254,274.1103,60.5561,18.22,G07036;G07092;20SECONDTARGET
1551487500,271.5097,60.4261,18.98,G07092;20SECONDTARGET
1551498354,273.8419,61.6155,17.51,G07092;20SECONDTARGET
1551501112,273.4907,62.3364,17.3,G07084;G07092;20SECONDTARGET
1551555236,272.0194,62.8808,17.44,G07036;G07092
1717781177,282.5341,56.4436,18.93,G07092;20SECONDTARGET
198456017,261.6808,58.6257,16.01,G07036;G07092;20SECONDTARGET
219789966,264.7573,60.7263,17.07,G07036;G07092;20SECONDTARGET
233506493,270.3633,50.8347,16.77,G07092;20SECONDTARGET
233718692,276.1847,60.0334,16.19,G07084;G07036;G07092;20SECONDTARGET
284191152,275.6154,53.3925,16.79,G07036;G07092;20SECONDTARGET
298666530,278.4,58.2059,18.33,G07036;G07092;20SECONDTARGET
335963647,265.7295,51.6018,15.71,G07092;20SECONDTARGET
356309904,268.0038,50.6315,16.2,G07092;20SECONDTARGET
362079839,263.8969,53.7709,16.64,G07036;G07092;20SECONDTARGET

# Sector 086 targets observed (2 min: 1339, 20 s: 1338)
268067364,83.1075,44.5115,16.89,G07092;20SECONDTARGET
273206673,68.4627,48.8443,15.89,G07084;G07092;20SECONDTARGET
28993971,68.8724,45.3113,17.07,G07092;20SECONDTARGET
29294165,69.3135,45.4092,16.78,G07092;20SECONDTARGET
310064151,82.1585,50.3982,16.0,G07092;20SECONDTARGET
310157108,82.4635,52.661,15.92,G07092;20SECONDTARGET
355505626,78.8738,50.3604,15.18,G07092;20SECONDTARGET
368184500,78.8523,44.5071,16.83,G07092;20SECONDTARGET
410430760,75.0782,44.1148,16.23,G07092;20SECONDTARGET
470543625,83.912,43.0127,16.74,G07092;20SECONDTARGET
663775874,75.8295,43.4118,18.74,G07092;20SECONDTARGET
663783898,77.1632,43.5752,18.75,G07092;20SECONDTARGET
664104917,72.0165,43.1383,17.41,G07092;20SECONDTARGET
664234564,73.0505,43.0184,18.83,G07092;20SECONDTARGET
664236108,73.06,43.114,17.12,G07092;20SECONDTARGET
664247858,73.0553,43.3362,18.3,G07092;20SECONDTARGET
664274594,75.0382,44.4413,17.61,G07092;20SECONDTARGET
664293411,76.4559,44.178,17.12,G07092;20SECONDTARGET
664310577,77.015,44.8256,17.41,G07092;20SECONDTARGET
664323446,77.3842,45.1651,17.45,G07084;G07092;20SECONDTARGET
664348953,76.9179,45.2525,17.3,G07092;20SECONDTARGET
664397895,73.4471,44.4826,18.11,G07092;20SECONDTARGET
664452261,73.8607,45.3435,17.75,G07092;20SECONDTARGET
664613055,78.4374,43.4004,18.33,G07092;20SECONDTARGET
664648300,79.1321,44.5669,17.97,G07092;20SECONDTARGET
664694687,78.6347,45.4399,17.33,G07092;20SECONDTARGET
664740784,78.0209,46.5262,18.72,G07092;20SECONDTARGET
664779840,78.2079,47.5899,18.11,G07092;20SECONDTARGET
664810766,78.6412,48.5137,18.78,G07092;20SECONDTARGET
664839705,79.3861,49.318,17.55,G07092;20SECONDTARGET
665913543,69.0725,43.3899,17.76,G07092;20SECONDTARGET
666007091,69.3831,44.8034,17.67,G07092;20SECONDTARGET
666023053,70.5854,45.7192,18.6,G07092;20SECONDTARGET
666111234,70.0922,45.8684,18.98,G07092;20SECONDTARGET
666128046,70.1823,46.4754,17.69,G07092;20SECONDTARGET
666216141,72.1404,46.235,18.51,G07092;20SECONDTARGET
666222671,72.508,46.65,18.52,G07092;20SECONDTARGET
666320448,74.1697,48.0021,16.95,G07092;20SECONDTARGET
666421302,71.561,48.5461,17.08,G07092;20SECONDTARGET
666612711,70.1057,48.2524,18.11,G07092;20SECONDTARGET
666632404,68.7339,48.3638,18.67,G07092;20SECONDTARGET
666726007,67.3625,48.4873,17.7,G07092;20SECONDTARGET
666742006,68.8968,49.4235,17.71,G07092;20SECONDTARGET
666898653,74.4146,50.9658,17.36,G07092;20SECONDTARGET
666906079,75.7778,51.1672,17.26,G07092;20SECONDTARGET
667021021,74.0128,52.2041,18.96,G07092;20SECONDTARGET
667082380,74.5062,53.812,18.97,G07092;20SECONDTARGET
667153401,79.1291,50.2776,17.31,G07092;20SECONDTARGET
667210557,76.8678,50.8728,18.23,G07092;20SECONDTARGET
667212819,76.9857,51.0979,18.16,G07092;20SECONDTARGET
667232868,78.6609,51.8169,17.77,G07092;20SECONDTARGET
